"","Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","data$Grant.Status","index","age"
"8151","68437","CHIEF_INVESTIGATOR",1950,"The Americas","","2103","19","Yes ","more than 15",0,2,3,4,5,20,1,8674,57
"8152","809672","CHIEF_INVESTIGATOR",1965,"Great Britain","","3268","31","Yes ",">=0 to 5",0,2,2,5,2,2,0,8675,42
"8153","488857","PRINCIPAL_SUPERVISOR",1965,"Great Britain","","1038","1","No","",1,1,1,7,14,0,0,8676,42
"8154","11342","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","Yes ",">=0 to 5",1,7,1,1,3,6,1,8677,42
"8155","636257","CHIEF_INVESTIGATOR",1980,"","","2678","25","No","Less than 0",3,9,3,2,1,2,0,8678,27
"8156","907227","CHIEF_INVESTIGATOR",1970,"","","2533","25","No",">=0 to 5",0,1,1,0,0,1,0,8679,37
"8157","636257","CHIEF_INVESTIGATOR",1980,"","","2678","25","No","Less than 0",3,9,3,2,1,2,0,8680,27
"8158","75747","CHIEF_INVESTIGATOR",1970,"Australia","","2668","25","Yes ",">5 to 10",1,2,2,2,2,1,1,8681,37
"8159","69812","CHIEF_INVESTIGATOR",1960,"Australia","","2813","25","No",">5 to 10",5,12,16,17,23,4,0,8682,47
"8160","66637","PRINCIPAL_SUPERVISOR",1950,"","",NA,NA,"No","",0,0,0,5,3,3,1,8683,57
"8161","67097","CHIEF_INVESTIGATOR",1960,"Australia","","653","7","Yes ","more than 15",2,3,1,4,0,0,1,8684,47
"8162","31672","CHIEF_INVESTIGATOR",1965,"Australia","","2163","19","Yes ",">5 to 10",3,2,1,2,1,2,1,8685,42
"8163","498427","CHIEF_INVESTIGATOR",1970,"Great Britain","","2668","25","Yes ",">=0 to 5",5,12,3,9,8,0,1,8686,37
"8164","46132","CHIEF_INVESTIGATOR",1975,"Australia","","2893","25","Yes ",">5 to 10",10,12,6,12,2,0,1,8687,32
"8165","7597","CHIEF_INVESTIGATOR",1955,"Eastern Europe","English","3048","31","Yes ",">10 to 15",3,7,13,14,23,13,1,8688,52
"8166","72532","CHIEF_INVESTIGATOR",1955,"Great Britain","English","3268","31","Yes ","more than 15",0,2,5,28,7,3,1,8689,52
"8167","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",6,10,19,34,9,10,1,8690,37
"8168","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",6,12,19,34,9,10,0,8691,37
"8169","53587","CHIEF_INVESTIGATOR",1970,"Western Europe","","2668","25","Yes ",">5 to 10",0,1,3,5,3,0,0,8692,37
"8170","909427","CHIEF_INVESTIGATOR",1980,"The Americas","","3258","31","No","Less than 0",0,3,0,0,0,0,0,8693,27
"8171","74162","CHIEF_INVESTIGATOR",1970,"Australia","","2813","25","Yes ",">5 to 10",6,12,19,34,9,10,0,8694,37
"8172","82072","CHIEF_INVESTIGATOR",1950,"Australia","","2298","46","No","Less than 0",7,1,0,6,12,2,1,8695,57
"8173","70832","CHIEF_INVESTIGATOR",1955,"Australia","","3028","31","Yes ","more than 15",1,2,18,22,15,4,1,8696,52
"8174","755517","CHIEF_INVESTIGATOR",1975,"Western Europe","Other","2538","25","Yes ",">=0 to 5",2,9,3,2,1,2,1,8697,32
"8175","35382","DELEGATED_RESEARCHER",1970,"Australia","","2103","19","No","Less than 0",5,2,11,12,2,0,0,8698,37
"8176","53027","CHIEF_INVESTIGATOR",1975,"Australia","","2628","25","Yes ",">5 to 10",2,1,11,3,0,0,1,8699,32
"8177","106282","CHIEF_INVESTIGATOR",1965,"Asia Pacific","English","2628","25","Yes ",">=0 to 5",2,5,9,4,5,2,1,8700,42
"8178","28502","CHIEF_INVESTIGATOR",1970,"New Zealand","","2603","25","Yes ",">5 to 10",5,6,13,11,6,2,1,8701,37
"8179","37662","CHIEF_INVESTIGATOR",1960,"Australia","","2628","25","Yes ",">5 to 10",1,2,7,4,3,5,0,8702,47
"8180","1812","CHIEF_INVESTIGATOR",1955,"Australia","","3048","31","Yes ",">10 to 15",3,3,10,3,1,1,0,8703,52
"8181","20937","CHIEF_INVESTIGATOR",1970,"Australia","","2763","25","Yes ",">5 to 10",1,11,4,7,2,0,1,8704,37
"8182","64237","CHIEF_INVESTIGATOR",1955,"Australia","","1678","13","Yes ",">5 to 10",2,0,0,5,15,4,1,8705,52
"8183","68437","CHIEF_INVESTIGATOR",1950,"The Americas","","2103","19","Yes ","more than 15",1,3,3,4,5,20,0,8706,57
"8184","82722","CHIEF_INVESTIGATOR",1970,"Australia","","2153","19","Yes ",">10 to 15",2,1,0,3,7,2,1,8707,37
"8185","1797","CHIEF_INVESTIGATOR",1960,"North America","","2678","25","Yes ",">10 to 15",9,26,0,13,12,0,1,8708,47
"8186","27307","CHIEF_INVESTIGATOR",1950,"Australia","","2923","25","No","Less than 0",0,0,0,0,0,0,1,17418,57
"8187","55337","CHIEF_INVESTIGATOR",1975,"Australia","","2678","25","Yes ",">=0 to 5",0,0,0,0,0,0,1,17417,32
"8188","82602","CHIEF_INVESTIGATOR",1960,"Australia","","3028","31","Yes ",">10 to 15",0,1,0,0,0,0,0,17418,47
"8189","70212","CHIEF_INVESTIGATOR",1940,"Australia","","2563","25","No","Less than 0",0,0,0,0,0,0,0,17417,67
"8190","80197","CHIEF_INVESTIGATOR",1950,"Australia","English","3123","31","Yes ",">5 to 10",2,1,0,0,0,0,1,17418,57
"8191","80037","CHIEF_INVESTIGATOR",1950,"Australia","","3098","31","Yes ","more than 15",1,0,0,0,0,0,1,17418,57
"8192","132247","CHIEF_INVESTIGATOR",1960,"Australia","","1998","19","No","Less than 0",0,1,0,0,0,0,0,17417,47
"8193","8067","CHIEF_INVESTIGATOR",1960,"Western Europe","Other","1998","19","Yes ",">5 to 10",0,2,0,0,0,0,1,17418,47
"8194","66672","CHIEF_INVESTIGATOR",1960,"Australia","","1258","34","Yes ",">10 to 15",2,0,0,0,0,0,1,17418,47
"8195","65807","CHIEF_INVESTIGATOR",1950,"Australia","","2768","25","No","more than 15",0,0,0,0,0,0,0,17418,57
"8196","127447","CHIEF_INVESTIGATOR",1970,"Australia","","2053","19","Yes ","Less than 0",0,0,0,0,0,0,1,17417,37
"8197","82567","DELEGATED_RESEARCHER",1955,"Australia","English","2678","25","Yes ","more than 15",0,0,0,0,0,0,1,17418,52
"8198","51027","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,0,0,0,1,17417,47
"8199","64842","CHIEF_INVESTIGATOR",1960,"Australia","","2538","25","Yes ",">=0 to 5",0,0,0,0,0,0,0,17417,47
"8200","28502","CHIEF_INVESTIGATOR",1970,"New Zealand","","2603","25","Yes ",">=0 to 5",0,0,0,0,0,0,1,17418,37
"8201","86672","CHIEF_INVESTIGATOR",1975,"Australia","","2713","25","Yes ",">=0 to 5",1,0,0,0,0,0,1,17418,32
"8202","80212","CHIEF_INVESTIGATOR",1945,"Australia","","3123","31","Yes ","more than 15",1,1,0,0,0,0,1,17418,62
"8203","119372","CHIEF_INVESTIGATOR",1970,"Eastern Europe","Other","2813","25","Yes ",">=0 to 5",0,0,0,0,0,0,0,17417,37
"8204","727732","CHIEF_INVESTIGATOR",1960,"","","2603","25","No","Less than 0",1,0,0,0,0,0,1,17418,47
"8205","65227","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,0,0,0,0,17418,47
"8206","10662","CHIEF_INVESTIGATOR",1955,"Australia","English","1258","34","Yes ",">5 to 10",0,0,0,0,0,0,0,17418,52
"8207","41202","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,0,0,0,1,17417,47
"8208","649042","CHIEF_INVESTIGATOR",1975,"Australia","","2523","25","Yes ",">=0 to 5",3,0,0,0,0,0,1,17418,32
"8209","44697","CHIEF_INVESTIGATOR",1965,"Australia","","2603","25","No",">=0 to 5",2,0,0,0,0,0,1,17417,42
"8210","27307","CHIEF_INVESTIGATOR",1950,"Australia","","2923","25","No","Less than 0",1,1,0,0,0,0,1,17418,57
"8211","67842","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","Yes ",">=0 to 5",0,0,0,0,0,0,1,17417,42
"8212","44697","CHIEF_INVESTIGATOR",1965,"Australia","","2603","25","No",">=0 to 5",2,0,0,0,0,0,1,17418,42
"8213","53202","CHIEF_INVESTIGATOR",1975,"Australia","","3048","31","Yes ",">=0 to 5",0,1,0,0,0,0,1,17417,32
"8214","6242","CHIEF_INVESTIGATOR",1955,"Asia Pacific","Other","2548","25","No","Less than 0",0,1,0,0,0,0,0,17417,52
"8215","66957","CHIEF_INVESTIGATOR",1940,"Australia","","2558","25","Yes ","more than 15",1,0,0,0,0,0,1,17418,67
"8216","5302","CHIEF_INVESTIGATOR",1970,"Australia","","1578","13","Yes ",">5 to 10",1,0,0,0,0,0,1,17418,37
"8217","85862","CHIEF_INVESTIGATOR",1950,"Western Europe","","2728","25","No",">=0 to 5",1,0,0,0,0,0,0,17417,57
"8218","130967","CHIEF_INVESTIGATOR",1975,"Great Britain","","2538","25","No","Less than 0",1,3,0,0,0,0,0,17418,32
"8219","70272","CHIEF_INVESTIGATOR",1960,"Australia","English","2053","19","Yes ",">=0 to 5",1,0,0,0,0,0,1,17418,47
"8220","78342","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","No",">=0 to 5",0,0,0,0,0,0,1,17418,42
"8221","23697","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","1678","13","Yes ",">5 to 10",0,0,0,0,0,0,1,17417,37
"8222","72222","CHIEF_INVESTIGATOR",1950,"Australia","","2973","25","No",">10 to 15",0,1,0,0,0,0,0,17418,57
"8223","64782","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,0,0,0,0,1,17417,62
"8224","147722","CHIEF_INVESTIGATOR",1970,"Great Britain","","2923","25","No","Less than 0",0,0,0,0,0,0,1,17418,37
"8225","19287","CHIEF_INVESTIGATOR",1950,"Australia","","2578","25","Yes ",">5 to 10",1,0,0,0,0,0,1,17417,57
"8226","77162","CHIEF_INVESTIGATOR",1970,"Australia","","2603","25","Yes ",">=0 to 5",0,1,0,0,0,0,0,17417,37
"8227","723252","CHIEF_INVESTIGATOR",1985,"","","2603","25","No",">=0 to 5",1,0,0,0,0,0,1,17418,22
"8228","82547","CHIEF_INVESTIGATOR",1955,"Australia","","2713","25","No","more than 15",1,0,0,0,0,0,0,17418,52
"8229","5232","CHIEF_INVESTIGATOR",1955,"Australia","","2578","25","Yes ",">10 to 15",2,0,0,0,0,0,1,17417,52
"8230","19922","CHIEF_INVESTIGATOR",1960,"Australia","","2578","25","Yes ",">5 to 10",0,1,0,0,0,0,0,17417,47
"8231","46237","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,0,0,0,0,1,17417,62
"8232","66322","PRINCIPAL_SUPERVISOR",1955,"Australia","","2763","25","No",">10 to 15",0,0,0,0,0,0,0,17418,52
"8233","2022","CHIEF_INVESTIGATOR",1965,"Australia","","2668","25","Yes ",">5 to 10",0,0,0,0,0,0,0,17418,42
"8234","98222","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","No",">5 to 10",1,0,0,0,0,0,1,17417,42
"8235","79977","CHIEF_INVESTIGATOR",1935,"Australia","","3048","31","No","more than 15",1,0,0,0,0,0,1,17418,72
"8236","43352","CHIEF_INVESTIGATOR",1960,"Australia","","2923","25","No",">=0 to 5",1,0,0,0,0,0,1,17418,47
"8237","107262","CHIEF_INVESTIGATOR",1970,"Australia","English","3198","31","No","",0,0,0,0,0,0,1,17418,37
"8238","28442","CHIEF_INVESTIGATOR",1960,"Australia","","2568","25","No","",0,1,0,0,0,0,0,17418,47
"8239","113942","CHIEF_INVESTIGATOR",1965,"North America","English","3508","4","Yes ",">=0 to 5",1,0,0,0,0,0,0,17418,42
"8240","127112","CHIEF_INVESTIGATOR",1975,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,32
"8241","25342","CHIEF_INVESTIGATOR",1965,"Great Britain","","2768","25","Yes ",">=0 to 5",0,1,0,0,0,0,0,17418,42
"8242","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">=0 to 5",0,4,0,0,0,0,0,17418,47
"8243","141572","CHIEF_INVESTIGATOR",1975,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,32
"8244","70947","PRINCIPAL_SUPERVISOR",1960,"Asia Pacific","","2653","25","Yes ",">5 to 10",1,2,0,0,0,0,0,17418,47
"8245","17877","CHIEF_INVESTIGATOR",1965,"","",NA,NA,"No","",0,0,0,0,0,0,0,17417,42
"8246","32907","CHIEF_INVESTIGATOR",1965,"Western Europe","Other","1678","13","Yes ",">=0 to 5",0,0,0,0,0,0,1,17417,42
"8247","57272","CHIEF_INVESTIGATOR",1975,"North America","","2053","19","Yes ",">=0 to 5",1,0,0,0,0,0,1,17417,32
"8248","46132","CHIEF_INVESTIGATOR",1975,"Australia","","2893","25","Yes ",">=0 to 5",2,3,0,0,0,0,0,17417,32
"8249","134907","CHIEF_INVESTIGATOR",1975,"Australia","English","2578","25","Yes ",">=0 to 5",0,1,0,0,0,0,0,17418,32
"8250","21732","CHIEF_INVESTIGATOR",1965,"Australia","","2853","25","Yes ",">5 to 10",0,0,0,0,0,0,0,17417,42
"8251","74047","CHIEF_INVESTIGATOR",1960,"Great Britain","","2553","25","Yes ",">10 to 15",1,1,0,0,0,0,1,17418,47
"8252","44697","CHIEF_INVESTIGATOR",1965,"Australia","","2603","25","No",">=0 to 5",2,0,0,0,0,0,1,17417,42
"8253","86302","CHIEF_INVESTIGATOR",1970,"Australia","","2763","25","Yes ",">=0 to 5",0,5,0,0,0,0,0,17418,37
"8254","10592","PRINCIPAL_SUPERVISOR",1960,"Australia","English","2893","25","Yes ",">5 to 10",2,2,0,0,0,0,0,17417,47
"8255","39212","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","No",">=0 to 5",0,0,0,0,0,0,1,17418,47
"8256","134907","CHIEF_INVESTIGATOR",1975,"Australia","English","2578","25","Yes ",">=0 to 5",0,1,0,0,0,0,0,17417,32
"8257","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">=0 to 5",2,1,0,0,0,0,0,17417,42
"8258","8377","CHIEF_INVESTIGATOR",1955,"Great Britain","English","2553","25","Yes ",">5 to 10",1,0,0,0,0,0,1,17417,52
"8259","14612","PRINCIPAL_SUPERVISOR",1950,"Australia","","2713","25","No",">10 to 15",0,0,0,0,0,0,0,17418,57
"8260","70827","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,0,0,1,17417,52
"8261","141012","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","2153","19","Yes ",">=0 to 5",0,1,0,0,0,0,1,17417,37
"8262","67647","CHIEF_INVESTIGATOR",1965,"Australia","","2678","25","Yes ",">5 to 10",1,6,0,0,0,0,1,17417,42
"8263","78612","PRINCIPAL_SUPERVISOR",1945,"South Africa","","2628","25","Yes ",">=0 to 5",0,0,0,0,0,0,1,17417,62
"8264","68587","CHIEF_INVESTIGATOR",1955,"Australia","","2523","25","Yes ",">10 to 15",0,1,0,0,0,0,0,17417,52
"8265","78342","CHIEF_INVESTIGATOR",1965,"Australia","","2653","25","No",">=0 to 5",0,0,0,0,0,0,0,17417,42
"8266","80687","CHIEF_INVESTIGATOR",1950,"Australia","","2298","46","Yes ",">5 to 10",0,0,0,0,0,0,1,17418,57
"8267","63507","CHIEF_INVESTIGATOR",1950,"Australia","","68","64","Yes ","more than 15",1,0,0,0,0,0,1,17418,57
"8268","19517","CHIEF_INVESTIGATOR",1965,"Australia","","2668","25","Yes ",">=0 to 5",2,1,0,0,0,0,1,17417,42
"8269","67852","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ",">10 to 15",1,0,0,0,0,0,1,17418,57
"8270","76432","CHIEF_INVESTIGATOR",1960,"Australia","English","2653","25","No",">=0 to 5",0,0,0,0,0,0,0,17417,47
"8271","147827","CHIEF_INVESTIGATOR",1950,"North America","","3273","31","Yes ",">=0 to 5",0,1,0,0,0,0,0,17418,57
"8272","17857","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","2553","25","No","",0,0,0,0,0,0,1,17418,37
"8273","81792","CHIEF_INVESTIGATOR",1950,"Australia","","3268","31","Yes ","more than 15",2,0,0,0,0,0,1,17418,57
"8274","74692","CHIEF_INVESTIGATOR",1955,"Great Britain","","2563","25","Yes ",">10 to 15",0,0,0,0,0,0,0,17417,52
"8275","24627","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2768","25","No",">5 to 10",0,0,0,1,0,0,0,17418,42
"8276","73422","CHIEF_INVESTIGATOR",1960,"Great Britain","","2713","25","Yes ",">10 to 15",0,0,0,0,0,0,0,17417,47
"8277","78132","CHIEF_INVESTIGATOR",1970,"Australia","","3508","4","Yes ",">5 to 10",0,0,0,0,0,0,1,17418,37
"8278","734322","CHIEF_INVESTIGATOR",1965,"","","2603","25","No","Less than 0",0,5,0,0,0,0,1,17417,42
"8279","35562","CHIEF_INVESTIGATOR",1960,"Australia","","3123","31","Yes ",">=0 to 5",0,0,0,0,0,0,0,17418,47
"8280","17342","CHIEF_INVESTIGATOR",1960,"Australia","","2828","25","Yes ",">=0 to 5",0,7,0,0,0,0,0,17418,47
"8281","76682","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,0,0,0,0,0,17417,37
"8282","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">=0 to 5",0,4,0,0,0,0,0,17417,47
"8283","726602","CHIEF_INVESTIGATOR",1970,"","","2523","25","No","Less than 0",1,0,0,0,0,0,1,17418,37
"8284","74827","CHIEF_INVESTIGATOR",1955,"Australia","English","2768","25","Yes ",">10 to 15",0,0,0,0,0,0,1,17418,52
"8285","74527","CHIEF_INVESTIGATOR",1950,"Australia","","2533","25","Yes ",">5 to 10",0,0,0,0,0,0,1,17418,57
"8286","68622","CHIEF_INVESTIGATOR",1955,"Australia","","2853","25","No","more than 15",0,0,0,0,0,0,1,17417,52
"8287","752","CHIEF_INVESTIGATOR",1960,"Australia","","3658","22","Yes ",">10 to 15",1,0,0,0,0,0,1,17418,47
"8288","35137","CHIEF_INVESTIGATOR",1970,"Australia","","653","7","No","",1,0,0,0,0,0,1,17418,37
"8289","140292","CHIEF_INVESTIGATOR",1940,"Australia","","2728","25","No",">=0 to 5",0,0,0,0,0,0,0,17417,67
"8290","82502","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","No",">5 to 10",4,1,0,0,0,0,1,17418,47
"8291","5287","CHIEF_INVESTIGATOR",1960,"Australia","","3123","31","Yes ",">=0 to 5",2,1,0,0,0,0,1,17418,47
"8292","2022","CHIEF_INVESTIGATOR",1965,"Australia","","2668","25","Yes ",">5 to 10",0,0,0,0,0,0,0,17417,42
"8293","116582","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,37
"8294","79057","CHIEF_INVESTIGATOR",1955,"Australia","","2603","25","No",">5 to 10",1,0,0,0,0,0,1,17417,52
"8295","13612","CHIEF_INVESTIGATOR",1965,"Australia","","828","7","Yes ",">5 to 10",0,0,0,0,0,0,1,17418,42
"8296","67282","CHIEF_INVESTIGATOR",1965,"Australia","","2578","25","Yes ",">5 to 10",0,2,0,0,0,0,1,17417,42
"8297","9417","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ",">=0 to 5",0,1,0,3,0,0,0,17418,57
"8298","79022","CHIEF_INVESTIGATOR",1945,"Western Europe","","2713","25","No","more than 15",1,0,0,0,0,0,1,17417,62
"8299","17367","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2523","25","Yes ",">=0 to 5",0,3,0,0,0,0,0,17418,47
"8300","63507","CHIEF_INVESTIGATOR",1950,"Australia","","68","64","Yes ","more than 15",1,0,0,0,0,0,0,17418,57
"8301","73387","CHIEF_INVESTIGATOR",1955,"Australia","","2713","25","No",">=0 to 5",0,0,0,0,0,0,0,17417,52
"8302","10352","CHIEF_INVESTIGATOR",1975,"Australia","","2763","25","No","",0,2,0,0,0,0,0,17418,32
"8303","63167","CHIEF_INVESTIGATOR",1940,"New Zealand","","653","7","No","Less than 0",0,1,0,0,0,0,0,17418,67
"8304","14842","CHIEF_INVESTIGATOR",1960,"Australia","","1678","13","No",">=0 to 5",1,0,0,0,0,0,1,17418,47
"8305","46132","CHIEF_INVESTIGATOR",1975,"Australia","","2893","25","Yes ",">=0 to 5",2,3,0,0,0,0,1,17418,32
"8306","752","CHIEF_INVESTIGATOR",1960,"Australia","","3658","22","Yes ",">10 to 15",1,0,0,0,0,0,1,17417,47
"8307","6977","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,52
"8308","82502","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","No",">5 to 10",4,1,0,0,0,0,1,17418,47
"8309","95892","CHIEF_INVESTIGATOR",1960,"Australia","","2523","25","No","Less than 0",0,0,0,0,0,0,1,17417,47
"8310","8462","DELEGATED_RESEARCHER",1950,"Australia","","2713","25","Yes ",">5 to 10",0,0,0,0,0,0,0,17418,57
"8311","74692","CHIEF_INVESTIGATOR",1955,"Great Britain","","2563","25","Yes ",">10 to 15",0,0,0,0,0,0,1,17417,52
"8312","66657","PRINCIPAL_SUPERVISOR",1965,"Australia","","2668","25","No","Less than 0",0,0,0,0,0,0,0,17417,42
"8313","80277","CHIEF_INVESTIGATOR",1940,"Australia","","3198","31","No","Less than 0",0,0,0,0,0,0,1,17417,67
"8314","70212","CHIEF_INVESTIGATOR",1940,"Australia","","2563","25","No","Less than 0",0,0,0,0,0,0,0,17418,67
"8315","11102","CHIEF_INVESTIGATOR",1965,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,42
"8316","74432","CHIEF_INVESTIGATOR",1950,"Australia","","2828","25","No","",1,0,0,0,0,0,1,17418,57
"8317","27707","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","2153","19","Yes ",">=0 to 5",1,0,0,0,0,0,1,17418,37
"8318","71867","CHIEF_INVESTIGATOR",1945,"Australia","","2578","25","Yes ",">10 to 15",3,1,0,1,0,0,1,17417,62
"8319","26107","CHIEF_INVESTIGATOR",1970,"Australia","","2558","25","Yes ",">5 to 10",1,1,0,0,0,0,1,17418,37
"8320","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">=0 to 5",2,1,0,0,0,0,1,17417,42
"8321","10592","PRINCIPAL_SUPERVISOR",1960,"Australia","English","2893","25","Yes ",">5 to 10",2,2,0,0,0,0,1,17417,47
"8322","65942","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,52
"8323","12527","CHIEF_INVESTIGATOR",1945,"Great Britain","","2553","25","No","Less than 0",0,0,0,0,0,0,1,17418,62
"8324","75142","CHIEF_INVESTIGATOR",1960,"Australia","","2523","25","No","",0,0,0,0,0,0,0,17417,47
"8325","37302","CHIEF_INVESTIGATOR",1965,"Australia","","2813","25","No",">=0 to 5",0,1,0,0,0,0,0,17418,42
"8326","79742","CHIEF_INVESTIGATOR",1950,"Great Britain","","3028","31","No","Less than 0",0,0,0,0,0,0,1,17418,57
"8327","68902","CHIEF_INVESTIGATOR",1965,"Australia","","1258","34","No","Less than 0",0,1,0,0,0,0,0,17418,42
"8328","18377","CHIEF_INVESTIGATOR",1960,"Australia","","2923","25","Yes ",">5 to 10",1,0,0,0,0,0,1,17418,47
"8329","22812","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">5 to 10",1,1,0,0,0,0,0,17418,42
"8330","16642","PRINCIPAL_SUPERVISOR",1965,"Australia","","2763","25","Yes ",">=0 to 5",0,0,0,0,0,0,0,17418,42
"8331","70212","CHIEF_INVESTIGATOR",1940,"Australia","","2563","25","No","Less than 0",0,0,0,0,0,0,0,17417,67
"8332","80702","CHIEF_INVESTIGATOR",1940,"Australia","","2298","46","Yes ",">=0 to 5",0,1,0,0,0,0,0,17418,67
"8333","117462","CHIEF_INVESTIGATOR",1965,"Great Britain","","1258","34","Yes ",">=0 to 5",0,1,0,0,0,0,0,17418,42
"8334","67467","CHIEF_INVESTIGATOR",1955,"Australia","","2828","25","No",">5 to 10",2,0,0,0,0,0,1,17417,52
"8335","74917","CHIEF_INVESTIGATOR",1950,"Australia","","2498","25","Yes ",">10 to 15",0,0,0,0,0,0,1,17417,57
"8336","51027","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,47
"8337","87917","CHIEF_INVESTIGATOR",1970,"Great Britain","","2653","25","Yes ",">=0 to 5",1,0,0,0,0,0,1,17418,37
"8338","500417","CHIEF_INVESTIGATOR",1970,"Australia","","3028","31","Yes ",">=0 to 5",2,0,0,0,0,0,1,17418,37
"8339","43882","CHIEF_INVESTIGATOR",1975,"Australia","","2768","25","Yes ",">=0 to 5",0,5,0,0,0,0,0,17417,32
"8340","670332","CHIEF_INVESTIGATOR",1980,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,27
"8341","82557","CHIEF_INVESTIGATOR",1960,"Australia","","2668","25","No",">5 to 10",0,1,0,0,0,0,0,17417,47
"8342","615302","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,0,0,0,1,17418,57
"8343","17707","CHIEF_INVESTIGATOR",1965,"Australia","","2568","25","Yes ",">=0 to 5",0,0,0,0,0,0,0,17417,42
"8344","24017","PRINCIPAL_SUPERVISOR",1970,"Australia","","2603","25","Yes ",">5 to 10",1,1,0,0,0,0,1,17418,37
"8345","143452","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">=0 to 5",0,0,0,0,0,0,0,17418,42
"8346","80137","DELEGATED_RESEARCHER",1950,"Australia","","2163","19","Yes ","more than 15",0,0,0,0,0,0,1,17417,57
"8347","6742","CHIEF_INVESTIGATOR",1940,"Australia","","2653","25","No",">10 to 15",1,1,0,0,0,0,1,17417,67
"8348","8377","CHIEF_INVESTIGATOR",1955,"Great Britain","English","2553","25","Yes ",">5 to 10",1,0,0,0,0,0,1,17417,52
"8349","491312","CHIEF_INVESTIGATOR",1960,"Australia","","2563","25","Yes ",">=0 to 5",0,3,0,0,0,0,0,17418,47
"8350","647","CHIEF_INVESTIGATOR",1965,"Australia","","2553","25","Yes ",">5 to 10",0,0,0,0,0,0,1,17417,42
"8351","119932","CHIEF_INVESTIGATOR",1975,"North America","","3198","31","No","",0,0,0,0,0,0,1,17418,32
"8352","64957","CHIEF_INVESTIGATOR",1955,"Australia","","1038","1","Yes ",">10 to 15",0,1,0,0,0,0,0,17418,52
"8353","77337","CHIEF_INVESTIGATOR",1950,"Australia","","2298","46","Yes ",">=0 to 5",0,1,0,0,0,0,0,17417,57
"8354","9502","CHIEF_INVESTIGATOR",1950,"South Africa","","978","25","Yes ",">5 to 10",1,0,0,0,0,0,1,17418,57
"8355","79972","CHIEF_INVESTIGATOR",1925,"","",NA,NA,"No","",0,0,0,0,0,0,0,17417,82
"8356","14532","CHIEF_INVESTIGATOR",1970,"Australia","","2773","25","No",">5 to 10",0,0,0,0,0,0,0,17417,37
"8357","12177","CHIEF_INVESTIGATOR",1960,"","","2563","25","No",">=0 to 5",0,0,0,0,0,0,1,17418,47
"8358","39202","CHIEF_INVESTIGATOR",1960,"Australia","","2603","25","No",">=0 to 5",0,1,0,0,0,0,0,17418,47
